Column,key,scientificName,decimalLatitude,decimalLongitude
107435,2544972022,Ctenochaetus strigosus,28.444869,-178.363769
107436,2544972064,Ctenochaetus strigosus,28.415588,-178.380533
107437,2544972073,Ctenochaetus strigosus,28.438402,-178.291397
107438,2544972108,Ctenochaetus strigosus,28.44896,-178.351504
107439,2544972221,Ctenochaetus strigosus,28.42923,-178.285195
107440,2544972258,Ctenochaetus strigosus,28.415588,-178.380533
107441,2544972317,Ctenochaetus strigosus,28.452552,-178.30157
107442,2544972357,Ctenochaetus strigosus,28.381736,-178.327659
107443,2544972429,Ctenochaetus strigosus,28.381736,-178.327659
107444,2544972430,Ctenochaetus strigosus,28.446686,-178.298802
107445,2544972474,Ctenochaetus strigosus,28.44896,-178.351504
107446,2544972519,Ctenochaetus strigosus,28.381736,-178.327659
107447,2544972574,Ctenochaetus strigosus,28.390011,-178.35795
107448,2544973111,Ctenochaetus strigosus,28.39944,-178.282902
107449,2544973285,Ctenochaetus strigosus,28.42923,-178.285195
107450,2544973650,Ctenochaetus strigosus,28.393963,-178.368637
107451,2545064817,Ctenochaetus strigosus,26.004728,-173.895658
107452,2545065310,Ctenochaetus strigosus,26.04834,-173.8961
107453,2545065391,Ctenochaetus strigosus,26.015444,-173.879183
107454,2545065455,Ctenochaetus strigosus,26.015444,-173.879183
107455,2545065721,Ctenochaetus strigosus,26.079741,-173.906437
107456,2545066103,Ctenochaetus strigosus,25.964043,-173.920138
107457,2545066216,Ctenochaetus strigosus,26.029692,-174.017123
107458,2545066489,Ctenochaetus strigosus,26.009051,-174.009145
107459,2545066710,Ctenochaetus strigosus,26.04834,-173.8961
107460,2545067032,Ctenochaetus strigosus,26.04834,-173.8961
107461,2545067054,Ctenochaetus strigosus,26.097259,-173.994384
107462,2545067139,Ctenochaetus strigosus,26.052362,-174.018342
107463,2545067180,Ctenochaetus strigosus,25.947742,-173.968485
107464,2545067189,Ctenochaetus strigosus,26.04834,-173.8961
107465,2545067196,Ctenochaetus strigosus,26.015444,-173.879183
107466,2545067209,Ctenochaetus strigosus,26.048342,-173.8961
107467,2545067339,Ctenochaetus strigosus,26.080026,-173.990066
107468,2545067353,Ctenochaetus strigosus,26.080026,-173.990066
107469,2545067376,Ctenochaetus strigosus,26.04651,-174.022138
107470,2545067468,Ctenochaetus strigosus,26.080026,-173.990066
107471,2545067500,Ctenochaetus strigosus,26.029692,-174.017123
107472,2545067505,Ctenochaetus strigosus,26.052362,-174.018342
107473,2545067529,Ctenochaetus strigosus,26.04834,-173.8961
107474,2545067566,Ctenochaetus strigosus,25.967144,-173.884266
107475,2545067638,Ctenochaetus strigosus,26.031149,-173.89243
107476,2545067686,Ctenochaetus strigosus,25.967144,-173.884266
107477,2545067864,Ctenochaetus strigosus,26.097267,-173.974585
107478,2545067889,Ctenochaetus strigosus,25.931223,-173.896054
107479,2545068036,Ctenochaetus strigosus,26.087213,-173.931441
107480,2545068060,Ctenochaetus strigosus,25.970492,-174.016967
107481,2545068068,Ctenochaetus strigosus,26.052362,-174.018342
107482,2545068096,Ctenochaetus strigosus,26.004728,-173.895658
107483,2545068119,Ctenochaetus strigosus,26.029692,-174.017123
107484,2545068131,Ctenochaetus strigosus,26.087213,-173.931441
107485,2545068156,Ctenochaetus strigosus,26.03326,-173.878879
107486,2545068276,Ctenochaetus strigosus,26.001009,-174.009769
107487,2545068326,Zebrasoma flavescens,26.03326,-173.878879
107488,2545068330,Ctenochaetus strigosus,25.967144,-173.884266
107489,2545068435,Ctenochaetus strigosus,26.069101,-173.953907
107490,2545068451,Ctenochaetus strigosus,26.03326,-173.878879
107491,2545068462,Zebrasoma flavescens,26.03326,-173.878879
107492,2545068464,Ctenochaetus strigosus,26.03326,-173.878879
107493,2545068519,Ctenochaetus strigosus,26.093546,-173.970293
107494,2545068522,Ctenochaetus strigosus,26.071467,-173.912699
107495,2545068526,Ctenochaetus strigosus,26.025678,-174.028353
107496,2545068534,Ctenochaetus strigosus,26.025678,-174.028353
107497,2545068607,Ctenochaetus strigosus,26.042945,-173.991517
107498,2545068625,Ctenochaetus strigosus,26.080026,-173.990066
107499,2545068661,Ctenochaetus strigosus,26.001009,-174.009769
107500,2545068673,Ctenochaetus strigosus,26.009051,-174.009145
107501,2545068682,Ctenochaetus strigosus,26.03326,-173.878879
107502,2545068728,Ctenochaetus strigosus,25.970492,-174.016967
107503,2545068763,Ctenochaetus strigosus,26.071467,-173.912699
107504,2545068787,Ctenochaetus strigosus,25.927345,-173.934243
107505,2545068795,Ctenochaetus strigosus,25.927345,-173.934243
107506,2545068861,Ctenochaetus strigosus,26.04651,-174.022138
107507,2545068869,Ctenochaetus strigosus,25.947742,-173.968485
107508,2545068872,Ctenochaetus strigosus,26.048342,-173.8961
107509,2545068924,Ctenochaetus strigosus,26.048342,-173.8961
107510,2545068984,Ctenochaetus strigosus,26.04651,-174.022138
107511,2545069006,Ctenochaetus strigosus,26.071467,-173.912699
107512,2545069026,Ctenochaetus strigosus,26.071467,-173.912699
107513,2545069051,Ctenochaetus strigosus,26.087213,-173.931441
107514,2545069055,Ctenochaetus strigosus,25.991347,-174.022764
107515,2545069068,Ctenochaetus strigosus,26.009051,-174.009145
107516,2545069107,Ctenochaetus strigosus,26.034861,-174.009931
107517,2545069115,Ctenochaetus strigosus,26.059457,-174.049637
107518,2545069160,Ctenochaetus strigosus,25.927345,-173.934243
107519,2545069210,Ctenochaetus strigosus,26.04834,-173.8961
107520,2545069260,Ctenochaetus strigosus,26.034861,-174.009931
107521,2545069285,Ctenochaetus strigosus,26.025678,-174.028353
107522,2545069293,Ctenochaetus strigosus,25.987461,-174.018562
107523,2545069294,Ctenochaetus strigosus,26.042955,-173.982943
107524,2545069300,Ctenochaetus strigosus,25.927345,-173.934243
107525,2545069332,Ctenochaetus strigosus,26.029692,-174.017123
107526,2545069335,Ctenochaetus strigosus,26.015444,-173.879183
107527,2545069380,Ctenochaetus strigosus,26.048342,-173.8961
107528,2545069387,Zebrasoma flavescens,26.03326,-173.878879
107529,2545069396,Ctenochaetus strigosus,26.05667,-174.058901
107530,2545069413,Zebrasoma flavescens,26.04834,-173.8961
107531,2545069447,Ctenochaetus strigosus,26.04651,-174.022138
107532,2545069449,Ctenochaetus strigosus,26.097267,-173.974585
107533,2545069476,Ctenochaetus strigosus,26.052362,-174.018342
107534,2545069479,Ctenochaetus strigosus,26.084572,-173.969956
107535,2545069490,Ctenochaetus strigosus,26.042945,-173.991517
107536,2545069500,Ctenochaetus strigosus,26.034861,-174.009931
107537,2545069505,Ctenochaetus strigosus,26.059457,-174.049637
107538,2545069517,Ctenochaetus strigosus,26.069101,-173.953907
107539,2545069543,Ctenochaetus strigosus,25.970492,-174.016967
107540,2545069545,Ctenochaetus strigosus,25.991347,-174.022764
107541,2545069551,Ctenochaetus strigosus,25.987461,-174.018562
107542,2545069555,Ctenochaetus strigosus,26.025678,-174.028353
107543,2545069565,Ctenochaetus strigosus,26.001009,-174.009769
107544,2545069601,Ctenochaetus strigosus,25.991347,-174.022764
107545,2545069607,Ctenochaetus strigosus,26.034861,-174.009931
107546,2545069608,Ctenochaetus strigosus,25.927345,-173.934243
107547,2545069631,Ctenochaetus strigosus,26.097267,-173.974585
107548,2545069701,Ctenochaetus strigosus,26.030865,-173.959236
107549,2545069711,Ctenochaetus strigosus,25.970492,-174.016967
107550,2545069713,Zebrasoma flavescens,26.03326,-173.878879
107551,2545069714,Ctenochaetus strigosus,26.05667,-174.058901
107552,2545069718,Zebrasoma flavescens,26.097259,-173.994384
107553,2545069721,Ctenochaetus strigosus,26.03326,-173.878879
107554,2545069735,Ctenochaetus strigosus,26.042945,-173.991517
107555,2545069747,Ctenochaetus strigosus,25.939799,-173.876961
107556,2545069749,Ctenochaetus strigosus,25.931223,-173.896054
107557,2545069776,Ctenochaetus strigosus,26.071467,-173.912699
107558,2545069779,Ctenochaetus strigosus,26.042945,-173.991517
107559,2545069781,Ctenochaetus strigosus,26.03326,-173.878879
107560,2545069792,Ctenochaetus strigosus,26.080026,-173.990066
107561,2545069813,Ctenochaetus strigosus,26.079741,-173.906437
107562,2545069836,Ctenochaetus strigosus,26.05667,-174.058901
107563,2545069865,Ctenochaetus strigosus,26.042955,-173.982943
107564,2545069880,Ctenochaetus strigosus,25.927345,-173.934243
107565,2545069939,Ctenochaetus strigosus,26.029692,-174.017123
107566,2545069961,Ctenochaetus strigosus,26.059457,-174.049637
107567,2545069976,Ctenochaetus strigosus,26.069101,-173.953907
107568,2545070007,Ctenochaetus strigosus,26.059457,-174.049637
107569,2545070054,Ctenochaetus strigosus,26.087213,-173.931441
107570,2545070056,Ctenochaetus strigosus,26.069101,-173.953907
107571,2545070063,Zebrasoma flavescens,25.970492,-174.016967
107572,2545070099,Ctenochaetus strigosus,25.987461,-174.018562
107573,2545070112,Ctenochaetus strigosus,26.087213,-173.931441
107574,2545070113,Ctenochaetus strigosus,25.967144,-173.884266
107575,2545070114,Ctenochaetus strigosus,26.042955,-173.982943
107576,2545070123,Ctenochaetus strigosus,26.05667,-174.058901
107577,2545070137,Ctenochaetus strigosus,26.025678,-174.028353
107578,2545070144,Ctenochaetus strigosus,26.079741,-173.906437
107579,2545070147,Ctenochaetus strigosus,26.048342,-173.8961
107580,2545070194,Ctenochaetus strigosus,25.931223,-173.896054
107581,2545070236,Ctenochaetus strigosus,25.931223,-173.896054
107582,2545070241,Ctenochaetus strigosus,26.069101,-173.953907
107583,2545070260,Ctenochaetus strigosus,26.048342,-173.8961
107584,2545070273,Ctenochaetus strigosus,26.042945,-173.991517
107585,2545070289,Ctenochaetus strigosus,25.931223,-173.896054
107586,2545070341,Ctenochaetus strigosus,26.029692,-174.017123
107587,2545070352,Ctenochaetus strigosus,26.04651,-174.022138
107588,2545070395,Ctenochaetus strigosus,26.025678,-174.028353
107589,2545070414,Ctenochaetus strigosus,25.991347,-174.022764
107590,2545070415,Zebrasoma flavescens,26.042945,-173.991517
107591,2545070428,Ctenochaetus strigosus,26.042945,-173.991517
107592,2545070553,Ctenochaetus strigosus,26.08552,-173.91958
107593,2545070596,Ctenochaetus strigosus,26.03326,-173.878879
107594,2545070599,Ctenochaetus strigosus,25.939799,-173.876961
107595,2545070651,Ctenochaetus strigosus,25.991347,-174.022764
107596,2545070654,Ctenochaetus strigosus,26.04651,-174.022138
107597,2545070677,Ctenochaetus strigosus,25.987461,-174.018562
107598,2545070717,Ctenochaetus strigosus,25.931223,-173.896054
107599,2545070722,Ctenochaetus strigosus,26.05667,-174.058901
107600,2545070742,Ctenochaetus strigosus,25.931223,-173.896054
107601,2545070749,Ctenochaetus strigosus,25.927345,-173.934243
107602,2545070817,Ctenochaetus strigosus,26.059457,-174.049637
107603,2545070836,Ctenochaetus strigosus,26.048342,-173.8961
107604,2545070916,Ctenochaetus strigosus,26.071467,-173.912699
107605,2545070926,Ctenochaetus strigosus,25.991347,-174.022764
107606,2545070991,Ctenochaetus strigosus,26.079741,-173.906437
107607,2545071009,Ctenochaetus strigosus,25.931223,-173.896054
107608,2545071072,Ctenochaetus strigosus,26.097259,-173.994384
107609,2545071083,Ctenochaetus strigosus,26.052362,-174.018342
107610,2545071109,Ctenochaetus strigosus,26.069101,-173.953907
107611,2545071160,Ctenochaetus strigosus,25.939799,-173.876961
107612,2545071164,Ctenochaetus strigosus,26.059457,-174.049637
107613,2545071233,Ctenochaetus strigosus,25.970492,-174.016967
107614,2545071378,Ctenochaetus strigosus,26.08552,-173.91958
107615,2545071379,Ctenochaetus strigosus,25.987461,-174.018562
107616,2545071394,Zebrasoma flavescens,26.05667,-174.058901
107617,2545071404,Ctenochaetus strigosus,26.097259,-173.994384
107618,2545071445,Zebrasoma flavescens,25.927345,-173.934243
107619,2545071635,Ctenochaetus strigosus,26.079741,-173.906437
107620,2545071761,Ctenochaetus strigosus,26.04651,-174.022138
107621,2545071793,Ctenochaetus strigosus,25.931223,-173.896054
107622,2545071954,Ctenochaetus strigosus,25.939799,-173.876961
107623,2545072059,Ctenochaetus strigosus,26.034861,-174.009931
107624,2545072110,Ctenochaetus strigosus,25.991347,-174.022764
107625,2545072141,Ctenochaetus strigosus,26.05667,-174.058901
107626,2545072222,Ctenochaetus strigosus,26.079741,-173.906437
107627,2545072416,Ctenochaetus strigosus,26.087213,-173.931441
107628,2545072467,Ctenochaetus strigosus,25.970492,-174.016967
107629,2545072538,Ctenochaetus strigosus,26.079741,-173.906437
107630,2545072587,Ctenochaetus strigosus,26.05667,-174.058901
107631,2545072636,Ctenochaetus strigosus,25.931223,-173.896054
107632,2545072698,Ctenochaetus strigosus,26.05667,-174.058901
107633,2545072715,Ctenochaetus strigosus,25.927345,-173.934243
107634,2545072770,Ctenochaetus strigosus,25.991347,-174.022764
107635,2545072901,Ctenochaetus strigosus,26.08552,-173.91958
107636,2545072902,Ctenochaetus strigosus,26.059457,-174.049637
107637,2545072940,Ctenochaetus strigosus,25.939799,-173.876961
107638,2545073236,Ctenochaetus strigosus,26.097259,-173.994384
107639,2545073269,Ctenochaetus strigosus,25.939799,-173.876961
107640,2545073898,Ctenochaetus strigosus,26.097259,-173.994384
107641,2545201617,Ctenochaetus strigosus,27.93865,-175.867693
107642,2545201649,Zebrasoma flavescens,27.794243,-176.00722
107643,2545201681,Ctenochaetus strigosus,27.876566,-175.977063
107644,2545201685,Zebrasoma flavescens,27.876566,-175.977063
107645,2545201700,Ctenochaetus strigosus,27.851421,-175.989956
107646,2545201802,Ctenochaetus strigosus,27.888442,-175.943305
107647,2545201807,Ctenochaetus strigosus,27.888442,-175.943305
107648,2545201877,Zebrasoma flavescens,27.959978,-175.815951
107649,2545202695,Ctenochaetus strigosus,27.93865,-175.867693
107650,2545202705,Ctenochaetus strigosus,27.828327,-175.998209
107651,2545202709,Zebrasoma flavescens,27.953997,-175.842854
107652,2545202758,Ctenochaetus strigosus,27.876566,-175.977063
107653,2545202765,Ctenochaetus strigosus,27.829707,-176.016234
107654,2545202847,Ctenochaetus strigosus,27.79866,-175.764919
107655,2545202898,Ctenochaetus strigosus,27.845156,-175.98438
107656,2545202936,Ctenochaetus strigosus,27.952142,-175.833674
107657,2545202998,Ctenochaetus strigosus,27.80417,-175.997385
107658,2545204111,Zebrasoma flavescens,27.953997,-175.842854
107659,2545204158,Ctenochaetus strigosus,27.876566,-175.977063
107660,2545204239,Ctenochaetus strigosus,27.79866,-175.764919
107661,2545204247,Ctenochaetus strigosus,27.79866,-175.764919
107662,2545204301,Ctenochaetus strigosus,27.845156,-175.98438
107663,2545204334,Ctenochaetus strigosus,27.952142,-175.833674
107664,2545204340,Ctenochaetus strigosus,27.952142,-175.833674
107665,2545204354,Ctenochaetus strigosus,27.965134,-175.779221
107666,2545204414,Ctenochaetus strigosus,27.782898,-175.814352
107667,2545204457,Zebrasoma flavescens,27.778811,-175.888559
107668,2545205341,Ctenochaetus strigosus,27.93865,-175.867693
107669,2545205368,Ctenochaetus strigosus,27.953997,-175.842854
107670,2545205417,Zebrasoma flavescens,27.829707,-176.016234
107671,2545205423,Zebrasoma flavescens,27.829707,-176.016234
107672,2545205426,Ctenochaetus strigosus,27.851421,-175.989956
107673,2545205430,Ctenochaetus strigosus,27.851421,-175.989956
107674,2545205459,Ctenochaetus strigosus,27.923921,-175.887033
107675,2545205475,Ctenochaetus strigosus,27.93377,-175.723302
107676,2545205493,Zebrasoma flavescens,27.79866,-175.764919
107677,2545205526,Ctenochaetus strigosus,27.888442,-175.943305
107678,2545205543,Ctenochaetus strigosus,27.845156,-175.98438
107679,2545205555,Ctenochaetus strigosus,27.89393,-175.724568
107680,2545205599,Ctenochaetus strigosus,27.959978,-175.815951
107681,2545205600,Zebrasoma flavescens,27.959978,-175.815951
107682,2545205951,Ctenochaetus strigosus,27.93865,-175.867693
107683,2545205967,Ctenochaetus strigosus,27.828327,-175.998209
107684,2545205987,Ctenochaetus strigosus,27.794243,-176.00722
107685,2545206020,Ctenochaetus strigosus,27.876566,-175.977063
107686,2545206024,Ctenochaetus strigosus,27.876566,-175.977063
107687,2545206029,Ctenochaetus strigosus,27.829707,-176.016234
107688,2545206040,Ctenochaetus strigosus,27.851421,-175.989956
107689,2545206110,Zebrasoma flavescens,27.79866,-175.764919
107690,2545206123,Ctenochaetus strigosus,27.903837,-175.920397
107691,2545206128,Zebrasoma flavescens,27.903837,-175.920397
107692,2545206146,Ctenochaetus strigosus,27.888442,-175.943305
107693,2545206159,Ctenochaetus strigosus,27.845156,-175.98438
107694,2545206178,Ctenochaetus strigosus,27.89393,-175.724568
107695,2545206218,Zebrasoma flavescens,27.959978,-175.815951
107696,2545206262,Ctenochaetus strigosus,27.80417,-175.997385
107697,2545206266,Ctenochaetus strigosus,27.80417,-175.997385
107698,2545206269,Ctenochaetus strigosus,27.80417,-175.997385
107699,2545206273,Zebrasoma flavescens,27.80417,-175.997385
107700,2545206316,Zebrasoma flavescens,27.778811,-175.888559
107701,2545206441,Ctenochaetus strigosus,27.896006,-175.932755
107702,2545206471,Ctenochaetus strigosus,27.784218,-175.795127
107703,2545208606,Ctenochaetus strigosus,27.944343,-175.854917
107704,2545208626,Zebrasoma flavescens,27.80417,-175.997385
107705,2545208674,Zebrasoma flavescens,27.778811,-175.888559
107706,2545208701,Zebrasoma flavescens,27.837944,-175.998357
107707,2545208788,Ctenochaetus strigosus,27.896006,-175.932755
107708,2545208797,Ctenochaetus strigosus,27.896006,-175.932755
107709,2545208828,Ctenochaetus strigosus,27.784218,-175.795127
107710,2545209704,Ctenochaetus strigosus,27.80417,-175.997385
107711,2545209708,Zebrasoma flavescens,27.80417,-175.997385
107712,2545209709,Ctenochaetus strigosus,27.782898,-175.814352
107713,2545209722,Zebrasoma flavescens,27.760339,-175.92652
107714,2545209754,Zebrasoma flavescens,27.778811,-175.888559
107715,2545209869,Ctenochaetus strigosus,27.896006,-175.932755
107716,2545209906,Ctenochaetus strigosus,27.784218,-175.795127
107717,2545211011,Ctenochaetus strigosus,27.95736,-175.817475
107718,2545212405,Ctenochaetus strigosus,27.959978,-175.815951
107719,2545212428,Ctenochaetus strigosus,27.944343,-175.854917
107720,2545212488,Ctenochaetus strigosus,27.857474,-175.970172
107721,2545212490,Ctenochaetus strigosus,27.857474,-175.970172
107722,2545212495,Zebrasoma flavescens,27.778811,-175.888559
107723,2545212535,Ctenochaetus strigosus,27.91346,-175.723891
107724,2545212561,Ctenochaetus strigosus,27.95736,-175.817475
107725,2545212611,Ctenochaetus strigosus,27.896006,-175.932755
107726,2545212620,Ctenochaetus strigosus,27.896006,-175.932755
107727,2545254607,Ctenochaetus strigosus,27.828327,-175.998209
107728,2545254613,Ctenochaetus strigosus,27.828327,-175.998209
107729,2545254620,Zebrasoma flavescens,27.953997,-175.842854
107730,2545254625,Ctenochaetus strigosus,27.953997,-175.842854
107731,2545254629,Ctenochaetus strigosus,27.953997,-175.842854
107732,2545254640,Zebrasoma flavescens,27.953997,-175.842854
107733,2545254651,Ctenochaetus strigosus,27.828327,-175.998209
107734,2545254658,Zebrasoma flavescens,27.93865,-175.867693
107735,2545254664,Zebrasoma flavescens,27.93865,-175.867693
107736,2545254709,Ctenochaetus strigosus,27.953997,-175.842854
107737,2545254713,Ctenochaetus strigosus,27.953997,-175.842854
107738,2545254798,Ctenochaetus strigosus,27.828327,-175.998209
107739,2545254802,Ctenochaetus strigosus,27.828327,-175.998209
107740,2545254846,Ctenochaetus strigosus,27.798208,-175.754445
107741,2545254872,Ctenochaetus strigosus,27.876566,-175.977063
107742,2545254897,Ctenochaetus strigosus,27.829707,-176.016234
107743,2545254954,Zebrasoma flavescens,27.903837,-175.920397
107744,2545254982,Ctenochaetus strigosus,27.923921,-175.887033
107745,2545254984,Ctenochaetus strigosus,27.79866,-175.764919
107746,2545255002,Zebrasoma flavescens,27.876566,-175.977063
107747,2545255041,Ctenochaetus strigosus,27.851421,-175.989956
107748,2545255061,Ctenochaetus strigosus,27.851421,-175.989956
107749,2545255105,Ctenochaetus strigosus,27.96185,-175.753823
107750,2545255118,Ctenochaetus strigosus,27.96185,-175.753823
107751,2545255136,Ctenochaetus strigosus,27.96185,-175.753823
107752,2545255140,Ctenochaetus strigosus,27.96185,-175.753823
107753,2545255181,Zebrasoma flavescens,27.829707,-176.016234
107754,2545255261,Ctenochaetus strigosus,27.903837,-175.920397
107755,2545255285,Ctenochaetus strigosus,27.903837,-175.920397
107756,2545255291,Ctenochaetus strigosus,27.817679,-175.754041
107757,2545255299,Ctenochaetus strigosus,27.888442,-175.943305
107758,2545255316,Ctenochaetus strigosus,27.888442,-175.943305
107759,2545255386,Zebrasoma flavescens,27.876566,-175.977063
107760,2545255529,Ctenochaetus strigosus,27.89393,-175.724568
107761,2545255550,Ctenochaetus strigosus,27.89393,-175.724568
107762,2545255567,Ctenochaetus strigosus,27.89393,-175.724568
107763,2545255584,Ctenochaetus strigosus,27.845156,-175.98438
107764,2545255604,Ctenochaetus strigosus,27.845156,-175.98438
107765,2545255605,Ctenochaetus strigosus,27.9191,-175.722886
107766,2545255674,Ctenochaetus strigosus,27.959366,-175.755846
107767,2545255679,Ctenochaetus strigosus,27.965134,-175.779221
107768,2545255685,Ctenochaetus strigosus,27.959366,-175.755846
107769,2545255690,Ctenochaetus strigosus,27.965134,-175.779221
107770,2545255736,Ctenochaetus strigosus,27.923921,-175.887033
107771,2545255768,Ctenochaetus strigosus,27.959978,-175.815951
107772,2545255781,Ctenochaetus strigosus,27.959978,-175.815951
107773,2545255792,Ctenochaetus strigosus,27.815207,-175.914829
107774,2545255815,Zebrasoma flavescens,27.959978,-175.815951
107775,2545255864,Zebrasoma flavescens,27.944343,-175.854917
107776,2545255903,Ctenochaetus strigosus,27.944343,-175.854917
107777,2545255927,Ctenochaetus strigosus,27.944343,-175.854917
107778,2545255935,Ctenochaetus strigosus,27.760339,-175.92652
107779,2545255943,Ctenochaetus strigosus,27.760339,-175.92652
107780,2545256018,Zebrasoma flavescens,27.944343,-175.854917
107781,2545256026,Zebrasoma flavescens,27.944343,-175.854917
107782,2545256030,Ctenochaetus strigosus,27.959978,-175.815951
107783,2545256038,Ctenochaetus strigosus,27.959978,-175.815951
107784,2545256068,Ctenochaetus strigosus,27.944343,-175.854917
107785,2545256083,Ctenochaetus strigosus,27.944343,-175.854917
107786,2545256113,Ctenochaetus strigosus,27.952142,-175.833674
107787,2545256130,Ctenochaetus strigosus,27.952142,-175.833674
107788,2545256148,Ctenochaetus strigosus,27.778811,-175.888559
107789,2545256200,Ctenochaetus strigosus,27.857474,-175.970172
107790,2545257204,Ctenochaetus strigosus,27.80417,-175.997385
107791,2545257212,Ctenochaetus strigosus,27.857474,-175.970172
107792,2545257238,Ctenochaetus strigosus,27.778811,-175.888559
107793,2545257255,Ctenochaetus strigosus,27.778811,-175.888559
107794,2545257273,Ctenochaetus strigosus,27.782898,-175.814352
107795,2545258397,Zebrasoma flavescens,27.837944,-175.998357
107796,2545258464,Ctenochaetus strigosus,27.797727,-175.9706
107797,2545258514,Ctenochaetus strigosus,27.837944,-175.998357
107798,2545258526,Zebrasoma flavescens,27.778811,-175.888559
107799,2545258536,Ctenochaetus strigosus,27.837944,-175.998357
107800,2545258539,Ctenochaetus strigosus,27.778811,-175.888559
107801,2545258550,Ctenochaetus strigosus,27.778811,-175.888559
107802,2545258585,Ctenochaetus strigosus,27.837944,-175.998357
107803,2545258600,Ctenochaetus strigosus,27.837944,-175.998357
107804,2545258654,Ctenochaetus strigosus,27.90962,-175.724983
107805,2545258684,Ctenochaetus strigosus,27.91346,-175.723891
107806,2545258686,Ctenochaetus strigosus,27.90962,-175.724983
107807,2545259704,Ctenochaetus strigosus,27.90962,-175.724983
107808,2545259716,Ctenochaetus strigosus,27.91346,-175.723891
107809,2545259795,Ctenochaetus strigosus,27.831889,-175.750622
107810,2545260820,Ctenochaetus strigosus,27.95736,-175.817475
107811,2545262311,Ctenochaetus strigosus,27.95736,-175.817475
107812,2545262715,Ctenochaetus strigosus,27.896006,-175.932755
107813,2557787926,Pygoplites diacanthus,-8.242622,125.646106
107814,2576431424,Plectorhinchus chaetodonoides,1.477185,125.24223
107815,2595153152,Scarus guacamaia,18.27587,-65.2773
107816,2595153371,Scarus guacamaia,18.13869,-65.19714
107817,2595165214,Scarus guacamaia,18.27587,-65.2773
107818,2595165413,Scarus guacamaia,18.13869,-65.19714
107819,2595168065,Scarus guacamaia,18.13869,-65.19714
107820,2595185176,Scarus guacamaia,18.08057,-65.48794
107821,2595197413,Scarus guacamaia,18.08057,-65.48794
107822,2595234299,Scarus guacamaia,18.32779,-65.332
107823,2595245471,Scarus guacamaia,18.48955,-66.3736
107824,2595246259,Scarus guacamaia,17.9649,-66.7563
107825,2595248771,Scarus guacamaia,18.32779,-65.332
107826,2595250359,Scarus guacamaia,18.48955,-66.3736
107827,2595251034,Scarus guacamaia,18.32779,-65.332
107828,2595251183,Scarus guacamaia,17.9649,-66.7563
107829,2595254760,Scarus guacamaia,17.9649,-66.7563
107830,2595268682,Scarus guacamaia,18.30493,-65.32772
107831,2595270532,Scarus guacamaia,18.30493,-65.32772
107832,2595271311,Scarus guacamaia,18.30493,-65.32772
107833,2595272192,Scarus guacamaia,18.30493,-65.32772
107834,2595272387,Scarus guacamaia,18.30493,-65.32772
107835,2595272904,Scarus guacamaia,18.08964,-65.59008
107836,2595273415,Scarus guacamaia,18.08964,-65.59008
107837,2595276356,Scarus guacamaia,18.35466,-65.56711
107838,2595276615,Scarus guacamaia,18.08964,-65.59008
107839,2595279776,Scarus guacamaia,18.35466,-65.56711
107840,2595283323,Scarus guacamaia,18.08964,-65.59008
107841,2595284658,Scarus guacamaia,18.08964,-65.59008
107842,2595290014,Scarus guacamaia,18.32779,-65.332
107843,2595291444,Scarus guacamaia,18.32779,-65.332
107844,2595294848,Scarus guacamaia,18.36033,-65.53089
107845,2595296238,Scarus guacamaia,18.36033,-65.53089
107846,2595296302,Scarus guacamaia,18.36033,-65.53089
107847,2595296437,Scarus guacamaia,18.36033,-65.53089
107848,2595299446,Scarus guacamaia,18.36033,-65.53089
107849,2595311130,Scarus guacamaia,18.48955,-66.3736
107850,2595313988,Scarus guacamaia,18.48955,-66.3736
107851,2595316192,Scarus guacamaia,18.48955,-66.3736
107852,2595317537,Scarus guacamaia,18.27587,-65.2773
107853,2595320124,Scarus guacamaia,18.35466,-65.56711
107854,2595322172,Scarus guacamaia,18.27587,-65.2773
107855,2595322577,Scarus guacamaia,18.27587,-65.2773
107856,2595327428,Scarus guacamaia,18.33537,-65.56555
107857,2595329435,Scarus guacamaia,18.33537,-65.56555
107858,2595333571,Scarus guacamaia,18.13869,-65.19714
107859,2595334504,Scarus guacamaia,18.13869,-65.19714
107860,2595337474,Scarus guacamaia,18.08057,-65.48794
107861,2595340249,Scarus guacamaia,18.33537,-65.56555
107862,2595342451,Scarus guacamaia,18.08057,-65.48794
107863,2595342881,Scarus guacamaia,18.08057,-65.48794
107864,2595364373,Scarus guacamaia,18.33537,-65.56555
107865,2595379172,Scarus guacamaia,17.9649,-66.7563
107866,2595383284,Scarus guacamaia,17.9649,-66.7563
107867,2595384340,Scarus guacamaia,18.33537,-65.56555
107868,2595386415,Scarus guacamaia,18.35466,-65.56711
107869,2595387654,Scarus guacamaia,18.35466,-65.56711
107870,1328183195,Sphyraena putnamae,25.9459,56.4574
107871,1328183203,Sphyraena putnamae,26.0003,56.439
107872,1328183221,Sphyraena putnamae,25.8339,56.3723
107873,1453122530,Ctenochaetus strigosus,21.65315,-158.064664
107874,1453180209,Zebrasoma flavescens,21.289277,-157.861668
107875,1830784688,Sphyraena putnamae,31.283333,131.083333
107876,1839257183,Zebrasoma flavescens,19.364615,-155.90271
107877,2463632261,Scarus guacamaia,25.66949,-80.09898
107878,2463640878,Scarus guacamaia,25.65219,-80.09982
