"","key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","coordinateUncertaintyInMeters","stateProvince","year","month","day","eventDate","modified","lastInterpreted","references","license","identifiers","facts","relations","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","country","rightsHolder","identifier","http...unknown.org.nick","verbatimEventDate","datasetName","verbatimLocality","gbifID","collectionCode","occurrenceID","taxonID","recordedBy","catalogNumber","http...unknown.org.occurrenceDetails","institutionCode","rights","eventTime","identificationID","name","occurrenceRemarks","informationWithheld","recordedByIDs.type","recordedByIDs.value","identifiedByIDs.type","identifiedByIDs.value","elevation","elevationAccuracy","depth","depthAccuracy","waterBody","locality","type","occurrenceStatus","ownerInstitutionCode","samplingProtocol","datasetID","nameAccordingTo","identifiedBy","georeferenceSources","vernacularName","higherGeography","language","higherClassification","individualCount","recordNumber","institutionID","island","endDayOfYear","fieldNumber","preparations","startDayOfYear","habitat","nomenclaturalCode","eventRemarks","verbatimDepth","otherCatalogNumbers","county","organismQuantity","organismQuantityType","sampleSizeUnit","sampleSizeValue","http...rs.tdwg.org.dwc.terms.sampleSizeValue","eventID","http...rs.tdwg.org.dwc.terms.organismQuantity","footprintWKT","http...rs.tdwg.org.dwc.terms.sampleSizeUnit","locationID","http...rs.tdwg.org.dwc.terms.organismQuantityType","georeferenceProtocol","islandGroup","dataGeneralizations","taxonConceptID","created","associatedSequences","identificationRemarks","establishmentMeans","continent","georeferenceVerificationStatus","bibliographicCitation","accessRights"
"36","2269303392","Amphiprion ocellaris Cuvier, 1830",9.187881,123.265405,"cdround,gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2020-05-14T20:57:43.527+0000","2020-05-15T09:47:44.029+0000",216,"none","HUMAN_OBSERVATION",5212106,1,44,204,587,4499,2357171,5212106,5212106,"Amphiprion ocellaris Cuvier, 1830","Animalia","Chordata","Perciformes","Pomacentridae","Amphiprion","Amphiprion ocellaris","Amphiprion","ocellaris","SPECIES","ACCEPTED","2019-06-18T23:38:03",13,"Negros Oriental",2019,6,17,"2019-06-17T10:24:22","2020-04-14T04:24:00.000+0000","2020-05-15T09:47:44.029+0000","https://www.inaturalist.org/observations/27240019","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Actinopterygii","PH","none","none","Philippines","Dan Schofield","27240019","djscho","2019-06-17 10:24:22 am GMT+08:00","iNaturalist research-grade observations","Poblacion I, Dauin, Negros Oriental, Philippines","2269303392","Observations","https://www.inaturalist.org/observations/27240019","132688","Dan Schofield","27240019","https://www.inaturalist.org/observations/27240019","iNaturalist","© Dan Schofield some rights reserved","02:24:22Z","59403873","Amphiprion ocellaris Cuvier, 1830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2273314414","Amphiprion ocellaris Cuvier, 1830",2.809539,104.135172,"cdround,gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2020-05-14T20:57:43.527+0000","2020-05-15T09:47:34.995+0000",216,"none","HUMAN_OBSERVATION",5212106,1,44,204,587,4499,2357171,5212106,5212106,"Amphiprion ocellaris Cuvier, 1830","Animalia","Chordata","Perciformes","Pomacentridae","Amphiprion","Amphiprion ocellaris","Amphiprion","ocellaris","SPECIES","ACCEPTED","2019-06-26T23:22:16",4,"Johor",2019,6,22,"2019-06-22T17:01:00","2020-04-14T04:23:22.000+0000","2020-05-15T09:47:34.995+0000","https://www.inaturalist.org/observations/27724693","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Actinopterygii","MY","none","none","Malaysia","Tsu Soo Tan","27724693","tantsusoo","2019/06/22 5:01 PM +08","iNaturalist research-grade observations","Pulau Tioman, MY-JH-ME, MY-JH, MY","2273314414","Observations","https://www.inaturalist.org/observations/27724693","132688","Tsu Soo Tan","27724693","https://www.inaturalist.org/observations/27724693","iNaturalist","© Tsu Soo Tan some rights reserved","09:01:00Z","60404110","Amphiprion ocellaris Cuvier, 1830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2294436434","Amphiprion ocellaris Cuvier, 1830",5.897502,102.737033,"cdround,cudc,gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2020-05-14T20:57:43.527+0000","2020-05-15T09:48:08.393+0000",216,"none","HUMAN_OBSERVATION",5212106,1,44,204,587,4499,2357171,5212106,5212106,"Amphiprion ocellaris Cuvier, 1830","Animalia","Chordata","Perciformes","Pomacentridae","Amphiprion","Amphiprion ocellaris","Amphiprion","ocellaris","SPECIES","ACCEPTED","2019-07-03T05:41:31",1052,NA,2019,6,18,"2019-06-18T13:40:31","2020-04-14T04:23:17.000+0000","2020-05-15T09:48:08.393+0000","https://www.inaturalist.org/observations/28103588","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Actinopterygii","MY","none","none","Malaysia","John Clough","28103588","jsclough","2019-06-18 1:40:31 pm GMT+08:00","iNaturalist research-grade observations","Malaysia","2294436434","Observations","https://www.inaturalist.org/observations/28103588","132688","John Clough","28103588","https://www.inaturalist.org/observations/28103588","iNaturalist","© John Clough some rights reserved","05:40:31Z","61186112","Amphiprion ocellaris Cuvier, 1830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2596312443","Amphiprion ocellaris Cuvier, 1830",11.554283,92.733889,"cdround,gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2020-05-14T20:57:43.527+0000","2020-05-15T09:47:23.722+0000",216,"none","HUMAN_OBSERVATION",5212106,1,44,204,587,4499,2357171,5212106,5212106,"Amphiprion ocellaris Cuvier, 1830","Animalia","Chordata","Perciformes","Pomacentridae","Amphiprion","Amphiprion ocellaris","Amphiprion","ocellaris","SPECIES","ACCEPTED","2020-03-21T14:33:13",8,"Andaman and Nicobar",2019,6,16,"2019-06-16T16:37:00","2020-04-14T03:38:36.000+0000","2020-05-15T09:47:23.722+0000","https://www.inaturalist.org/observations/40300253","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Actinopterygii","IN","none","none","India","Gaurav Patil","40300253","g_patil","2019/06/16 4:37 PM IST","iNaturalist research-grade observations","Kodiaghat, South Andaman","2596312443","Observations","https://www.inaturalist.org/observations/40300253","132688","Gaurav Patil","40300253","https://www.inaturalist.org/observations/40300253","iNaturalist","© Gaurav Patil some rights reserved","11:07:00Z","91311130","Amphiprion ocellaris Cuvier, 1830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2283203637","Amphiprion ocellaris Cuvier, 1830",1.214621,103.835031,"cdround,gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2020-05-14T20:57:43.527+0000","2020-05-15T09:47:53.067+0000",216,"none","HUMAN_OBSERVATION",5212106,1,44,204,587,4499,2357171,5212106,5212106,"Amphiprion ocellaris Cuvier, 1830","Animalia","Chordata","Perciformes","Pomacentridae","Amphiprion","Amphiprion ocellaris","Amphiprion","ocellaris","SPECIES","ACCEPTED","2019-07-07T09:47:27",201,"Central",2019,7,7,"2019-07-07T09:18:00","2020-04-14T04:23:11.000+0000","2020-05-15T09:47:53.067+0000","https://www.inaturalist.org/observations/28351643","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Actinopterygii","SG","none","none","Singapore","budak","28351643","budak","2019/07/07 9:18 AM +08","iNaturalist research-grade observations","Subar Laut Island, Singapore","2283203637","Observations","https://www.inaturalist.org/observations/28351643","132688","budak","28351643","https://www.inaturalist.org/observations/28351643","iNaturalist","© budak some rights reserved","01:18:00Z","61689591","Amphiprion ocellaris Cuvier, 1830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2574012902","Amphiprion ocellaris Cuvier, 1830",-8.272966,115.596937,"cdround,gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2020-05-14T20:57:43.527+0000","2020-05-15T09:47:27.957+0000",216,"none","HUMAN_OBSERVATION",5212106,1,44,204,587,4499,2357171,5212106,5212106,"Amphiprion ocellaris Cuvier, 1830","Animalia","Chordata","Perciformes","Pomacentridae","Amphiprion","Amphiprion ocellaris","Amphiprion","ocellaris","SPECIES","ACCEPTED","2020-02-14T02:04:11",603,"Bali",2019,7,25,"2019-07-25T12:46:00","2020-04-14T03:49:50.000+0000","2020-05-15T09:47:27.957+0000","https://www.inaturalist.org/observations/38623462","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Actinopterygii","ID","none","none","Indonesia","Jens Sommer-Knudsen","38623462","jenssommer01","2019/07/25 12:46 PM AEST","iNaturalist research-grade observations","Karang Asem, ID-BA, ID","2574012902","Observations","https://www.inaturalist.org/observations/38623462","132688","Jens Sommer-Knudsen","38623462","https://www.inaturalist.org/observations/38623462","iNaturalist","© Jens Sommer-Knudsen some rights reserved","02:46:00Z","86914837","Amphiprion ocellaris Cuvier, 1830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2596268305","Amphiprion ocellaris Cuvier, 1830",11.55431,92.733905,"cdround,gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2020-05-14T20:57:43.527+0000","2020-05-15T09:47:28.828+0000",216,"none","HUMAN_OBSERVATION",5212106,1,44,204,587,4499,2357171,5212106,5212106,"Amphiprion ocellaris Cuvier, 1830","Animalia","Chordata","Perciformes","Pomacentridae","Amphiprion","Amphiprion ocellaris","Amphiprion","ocellaris","SPECIES","ACCEPTED","2020-03-20T17:24:09",8,"Andaman and Nicobar",2019,7,3,"2019-07-03T17:04:00","2020-04-15T19:13:53.000+0000","2020-05-15T09:47:28.828+0000","https://www.inaturalist.org/observations/40300290","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Actinopterygii","IN","none","none","India","Gaurav Patil","40300290","g_patil","2019/07/03 5:04 PM IST","iNaturalist research-grade observations","Kodiaghat, South Andaman","2596268305","Observations","https://www.inaturalist.org/observations/40300290","132688","Gaurav Patil","40300290","https://www.inaturalist.org/observations/40300290","iNaturalist","© Gaurav Patil some rights reserved","11:34:00Z","91186083","Amphiprion ocellaris Cuvier, 1830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2350405561","Amphiprion ocellaris Cuvier, 1830",2.810115,104.134981,"cdround,gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2020-05-14T20:57:43.527+0000","2020-05-15T09:47:28.162+0000",216,"none","HUMAN_OBSERVATION",5212106,1,44,204,587,4499,2357171,5212106,5212106,"Amphiprion ocellaris Cuvier, 1830","Animalia","Chordata","Perciformes","Pomacentridae","Amphiprion","Amphiprion ocellaris","Amphiprion","ocellaris","SPECIES","ACCEPTED","2019-08-13T12:34:42",8,"Johor",2019,8,9,"2019-08-09T10:56:00","2020-04-14T04:18:59.000+0000","2020-05-15T09:47:28.162+0000","https://www.inaturalist.org/observations/30745711","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Actinopterygii","MY","none","none","Malaysia","Tsu Soo Tan","30745711","tantsusoo","2019/08/09 10:56 AM +08","iNaturalist research-grade observations","Pulau Tioman, MY-JH-ME, MY-JH, MY","2350405561","Observations","https://www.inaturalist.org/observations/30745711","132688","Tsu Soo Tan","30745711","https://www.inaturalist.org/observations/30745711","iNaturalist","© Tsu Soo Tan some rights reserved","02:56:00Z","66622186","Amphiprion ocellaris Cuvier, 1830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2397672056","Amphiprion ocellaris Cuvier, 1830",11.335846,124.115636,"cdround,gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2020-05-14T20:57:43.527+0000","2020-05-15T09:47:51.000+0000",216,"none","HUMAN_OBSERVATION",5212106,1,44,204,587,4499,2357171,5212106,5212106,"Amphiprion ocellaris Cuvier, 1830","Animalia","Chordata","Perciformes","Pomacentridae","Amphiprion","Amphiprion ocellaris","Amphiprion","ocellaris","SPECIES","ACCEPTED","2019-09-02T03:46:47",1511,"Cebu",2019,8,31,"2019-08-31T00:00:00","2020-04-14T04:17:54.000+0000","2020-05-15T09:47:51.000+0000","https://www.inaturalist.org/observations/31965775","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Actinopterygii","PH","none","none","Philippines","evolution_dive_resort","31965775","evolution_dive_resort","2019/08/31 1:57 AM UTC","iNaturalist research-grade observations","Malapascua Island, Daanbantayan, Philippines","2397672056","Observations","https://www.inaturalist.org/observations/31965775","132688","evolution_dive_resort","31965775","https://www.inaturalist.org/observations/31965775","iNaturalist","© evolution_dive_resort some rights reserved",NA,"69267032","Amphiprion ocellaris Cuvier, 1830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2423104281","Amphiprion ocellaris Cuvier, 1830",-8.674805,115.574376,"cdround,gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2020-05-14T20:57:43.527+0000","2020-05-15T09:47:32.397+0000",216,"none","HUMAN_OBSERVATION",5212106,1,44,204,587,4499,2357171,5212106,5212106,"Amphiprion ocellaris Cuvier, 1830","Animalia","Chordata","Perciformes","Pomacentridae","Amphiprion","Amphiprion ocellaris","Amphiprion","ocellaris","SPECIES","ACCEPTED","2019-09-16T19:31:45",1037,"Bali",2019,8,24,"2019-08-24T12:02:00","2020-04-14T04:16:44.000+0000","2020-05-15T09:47:32.397+0000","https://www.inaturalist.org/observations/32850896","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Actinopterygii","ID","none","none","Indonesia","bja2800dk","32850896","bja2800dk","2019/08/24 12:02 PM CEST","iNaturalist research-grade observations","Sampalan dive site, Nusa Penida","2423104281","Observations","https://www.inaturalist.org/observations/32850896","132688","bja2800dk","32850896","https://www.inaturalist.org/observations/32850896","iNaturalist","© bja2800dk some rights reserved","10:02:00Z","71152156","Amphiprion ocellaris Cuvier, 1830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2445077935","Amphiprion ocellaris Cuvier, 1830",9.944354,123.368431,"gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2020-05-14T20:57:43.527+0000","2020-05-15T09:48:25.445+0000",216,"none","HUMAN_OBSERVATION",5212106,1,44,204,587,4499,2357171,5212106,5212106,"Amphiprion ocellaris Cuvier, 1830","Animalia","Chordata","Perciformes","Pomacentridae","Amphiprion","Amphiprion ocellaris","Amphiprion","ocellaris","SPECIES","ACCEPTED","2019-10-19T23:47:40",NA,"Cebu",2019,10,15,"2019-10-15T10:15:00","2020-04-14T04:13:48.000+0000","2020-05-15T09:48:25.445+0000","https://www.inaturalist.org/observations/34612547","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Actinopterygii","PH","none","none","Philippines","Ryan Yue Wah Chan","34612547","ryanyuewahchan","2019/10/15 10:15 AM HKT","iNaturalist research-grade observations","Basdiot, Barangay Bugas, Moalboal, Cebu, <U+83F2><U+5F8B><U+8CD3>","2445077935","Observations","https://www.inaturalist.org/observations/34612547","132688","Ryan Yue Wah Chan","34612547","https://www.inaturalist.org/observations/34612547","iNaturalist","© Ryan Yue Wah Chan some rights reserved","02:15:00Z","75067504","Amphiprion ocellaris Cuvier, 1830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2456521474","Amphiprion ocellaris Cuvier, 1830",5.974585,116.008057,"cdround,gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2020-05-14T20:57:43.527+0000","2020-05-15T09:47:55.442+0000",216,"none","HUMAN_OBSERVATION",5212106,1,44,204,587,4499,2357171,5212106,5212106,"Amphiprion ocellaris Cuvier, 1830","Animalia","Chordata","Perciformes","Pomacentridae","Amphiprion","Amphiprion ocellaris","Amphiprion","ocellaris","SPECIES","ACCEPTED","2019-11-08T04:18:20",NA,"Sabah",2019,10,28,"2019-10-28T11:47:11","2020-04-14T04:12:54.000+0000","2020-05-15T09:47:55.442+0000","https://www.inaturalist.org/observations/35436437","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Actinopterygii","MY","none","none","Malaysia","Tim","35436437","twan3253","2019-10-28 11:47:11 AM GMT+11:00","iNaturalist research-grade observations","Malaysia","2456521474","Observations","https://www.inaturalist.org/observations/35436437","132688","Tim","35436437","https://www.inaturalist.org/observations/35436437","iNaturalist","© Tim some rights reserved","00:47:11Z","77091283","Amphiprion ocellaris Cuvier, 1830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2456536790","Amphiprion ocellaris Cuvier, 1830",6.008443,116.008995,"cdround,gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2020-05-14T20:57:43.527+0000","2020-05-15T09:47:39.852+0000",216,"none","HUMAN_OBSERVATION",5212106,1,44,204,587,4499,2357171,5212106,5212106,"Amphiprion ocellaris Cuvier, 1830","Animalia","Chordata","Perciformes","Pomacentridae","Amphiprion","Amphiprion ocellaris","Amphiprion","ocellaris","SPECIES","ACCEPTED","2019-11-09T16:09:53",NA,"Sabah",2019,10,28,"2019-10-28T14:13:12","2020-04-14T04:12:48.000+0000","2020-05-15T09:47:39.852+0000","https://www.inaturalist.org/observations/35490853","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Actinopterygii","MY","none","none","Malaysia","Tim","35490853","twan3253","2019-10-28 2:13:12 PM GMT+11:00","iNaturalist research-grade observations","Malaysia","2456536790","Observations","https://www.inaturalist.org/observations/35490853","132688","Tim","35490853","https://www.inaturalist.org/observations/35490853","iNaturalist","© Tim some rights reserved","03:13:12Z","77222950","Amphiprion ocellaris Cuvier, 1830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2456543877","Amphiprion ocellaris Cuvier, 1830",6.00842,116.009018,"cdround,gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2020-05-14T20:57:43.527+0000","2020-05-15T09:47:34.954+0000",216,"none","HUMAN_OBSERVATION",5212106,1,44,204,587,4499,2357171,5212106,5212106,"Amphiprion ocellaris Cuvier, 1830","Animalia","Chordata","Perciformes","Pomacentridae","Amphiprion","Amphiprion ocellaris","Amphiprion","ocellaris","SPECIES","ACCEPTED","2019-11-10T09:28:56",NA,"Sabah",2019,10,28,"2019-10-28T14:23:08","2020-04-14T04:12:37.000+0000","2020-05-15T09:47:34.954+0000","https://www.inaturalist.org/observations/35522136","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Actinopterygii","MY","none","none","Malaysia","Tim","35522136","twan3253","2019-10-28 2:23:08 PM GMT+11:00","iNaturalist research-grade observations","Malaysia","2456543877","Observations","https://www.inaturalist.org/observations/35522136","132688","Tim","35522136","https://www.inaturalist.org/observations/35522136","iNaturalist","© Tim some rights reserved","03:23:08Z","77298826","Amphiprion ocellaris Cuvier, 1830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2456544110","Amphiprion ocellaris Cuvier, 1830",6.008391,116.008987,"cdround,gass84","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2020-05-14T20:57:43.527+0000","2020-05-15T09:48:10.406+0000",216,"none","HUMAN_OBSERVATION",5212106,1,44,204,587,4499,2357171,5212106,5212106,"Amphiprion ocellaris Cuvier, 1830","Animalia","Chordata","Perciformes","Pomacentridae","Amphiprion","Amphiprion ocellaris","Amphiprion","ocellaris","SPECIES","ACCEPTED","2019-11-10T08:35:42",NA,"Sabah",2019,10,28,"2019-10-28T14:20:11","2020-04-14T04:12:42.000+0000","2020-05-15T09:48:10.406+0000","https://www.inaturalist.org/observations/35521301","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Actinopterygii","MY","none","none","Malaysia","Tim","35521301","twan3253","2019-10-28 2:20:11 PM GMT+11:00","iNaturalist research-grade observations","Malaysia","2456544110","Observations","https://www.inaturalist.org/observations/35521301","132688","Tim","35521301","https://www.inaturalist.org/observations/35521301","iNaturalist","© Tim some rights reserved","03:20:11Z","77296630","Amphiprion ocellaris Cuvier, 1830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
