Column,scientificName,decimalLatitude,decimalLongitude
3239,Aetobatus narinari,17.9649,-66.7563
3240,Aetobatus narinari,17.9649,-66.7563
3241,Aetobatus narinari,17.9649,-66.7563
3242,Aetobatus narinari,17.95955,-66.74697
3243,Aetobatus narinari,17.9649,-66.7563
3244,Aetobatus narinari,17.9649,-66.7563
3245,Aetobatus narinari,17.9649,-66.7563
3246,Aetobatus narinari,17.9649,-66.7563
3247,Aetobatus narinari,17.9649,-66.7563
3248,Aetobatus narinari,17.9649,-66.7563
3249,Aetobatus narinari,17.9649,-66.7563
3250,Aetobatus narinari,17.93937,-67.05067
3251,Aetobatus narinari,17.93937,-67.05067
3252,Aetobatus narinari,17.93937,-67.05067
3253,Aetobatus narinari,17.93937,-67.05067
3254,Aetobatus narinari,17.93937,-67.05067
3255,Aetobatus narinari,17.93937,-67.05067
3256,Aetobatus narinari,17.93937,-67.05067
3257,Aetobatus narinari,17.93937,-67.05067
3258,Aetobatus narinari,17.93937,-67.05067
3259,Aetobatus narinari,17.93937,-67.05067
3260,Aetobatus narinari,17.93937,-67.05067
3261,Aetobatus narinari,17.93937,-67.05067
3262,Aetobatus narinari,17.93937,-67.05067
3263,Aetobatus narinari,17.93937,-67.05067
3264,Aetobatus narinari,17.93937,-67.05067
3265,Aetobatus narinari,17.93937,-67.05067
3266,Aetobatus narinari,17.93937,-67.05067
3267,Aetobatus narinari,17.93937,-67.05067
3268,Aetobatus narinari,17.93937,-67.05067
3269,Aetobatus narinari,17.93937,-67.05067
3270,Aetobatus narinari,17.93937,-67.05067
3271,Aetobatus narinari,17.93937,-67.05067
3272,Aetobatus narinari,17.93937,-67.05067
3273,Aetobatus narinari,17.93937,-67.05067
3274,Aetobatus narinari,17.93937,-67.05067
3275,Aetobatus narinari,17.93937,-67.05067
3276,Aetobatus narinari,17.93937,-67.05067
3277,Aetobatus narinari,17.93937,-67.05067
3278,Aetobatus narinari,17.93937,-67.05067
3279,Aetobatus narinari,17.93937,-67.05067
3280,Aetobatus narinari,17.93937,-67.05067
3281,Aetobatus narinari,17.93937,-67.05067
3282,Aetobatus narinari,17.93937,-67.05067
3283,Aetobatus narinari,17.93937,-67.05067
3284,Aetobatus narinari,17.93937,-67.05067
3285,Aetobatus narinari,17.93937,-67.05067
3286,Aetobatus narinari,17.93937,-67.05067
3287,Aetobatus narinari,17.93937,-67.05067
3288,Aetobatus narinari,17.93937,-67.05067
3289,Aetobatus narinari,17.93937,-67.05067
3290,Aetobatus narinari,17.93937,-67.05067
3291,Aetobatus narinari,17.93937,-67.05067
3292,Aetobatus narinari,17.93937,-67.05067
3293,Aetobatus narinari,17.93937,-67.05067
3294,Aetobatus narinari,17.93937,-67.05067
3295,Forcipiger flavissimus,4.245244,73.547115
3296,Paracanthurus hepatus,-24.110377,152.710228
3297,Amphiprion ocellaris,9.56295,123.848
3298,Amphiprion ocellaris,9.50694,123.693
3299,Hippocampus kuda,9.52588,123.775
3300,Amphiprion ocellaris,9.52588,123.775
3301,Amphiprion ocellaris,9.60094,123.741
3302,Amphiprion ocellaris,9.51834,123.688
3303,Amphiprion ocellaris,9.51236,123.734
3304,Aetobatus narinari,27.0299,33.9158
3305,Aetobatus narinari,20.435386,-86.953068
3306,Hippocampus kuda,1.946966,73.575557
3307,Aetobatus narinari,-0.769581,-90.38855
3308,Forcipiger flavissimus,19.579202,-155.967109
3309,Amphiprion ocellaris,24.408139,123.82125
3310,Opisthoteuthis californiana,23.18338,-106.425872
3311,Forcipiger flavissimus,-17.47761,-149.94006
3312,Forcipiger flavissimus,-23.33399,-149.43112
3313,Forcipiger flavissimus,-0.370222,-159.976498
3314,Forcipiger flavissimus,-0.370127,-160.008941
3315,Forcipiger flavissimus,-0.370222,-159.976498
3316,Forcipiger flavissimus,-0.365279,-160.006139
3317,Forcipiger flavissimus,-0.365279,-160.006139
3318,Forcipiger flavissimus,-0.364657,-159.984343
3319,Forcipiger flavissimus,-0.374029,-159.972762
3320,Forcipiger flavissimus,-0.370127,-160.008941
3321,Forcipiger flavissimus,-0.363192,-160.004818
3322,Forcipiger flavissimus,-0.382476,-159.973532
3323,Forcipiger flavissimus,-0.364657,-159.984343
3324,Forcipiger flavissimus,-0.382476,-159.973532
3325,Forcipiger flavissimus,-0.371312,-160.010626
3326,Forcipiger flavissimus,-0.371407,-160.010989
3327,Forcipiger flavissimus,-0.382229,-159.991677
3328,Forcipiger flavissimus,-0.371312,-160.010626
3329,Forcipiger flavissimus,-0.371312,-160.010626
3330,Forcipiger flavissimus,-0.371407,-160.010989
3331,Forcipiger flavissimus,-0.371312,-160.010626
3332,Forcipiger flavissimus,19.303906,166.650709
3333,Forcipiger flavissimus,19.314324,166.647773
3334,Forcipiger flavissimus,19.297181,166.598044
3335,Forcipiger flavissimus,19.282455,166.621919
3336,Forcipiger flavissimus,19.287882,166.657304
3337,Forcipiger flavissimus,19.280821,166.65619
3338,Forcipiger flavissimus,19.303906,166.650709
3339,Forcipiger flavissimus,19.274244,166.642453
3340,Forcipiger flavissimus,19.316283,166.637794
3341,Forcipiger flavissimus,19.311712,166.593973
3342,Forcipiger flavissimus,19.316283,166.637794
3343,Forcipiger flavissimus,19.295035,166.601023
3344,Forcipiger flavissimus,19.277862,166.635201
3345,Forcipiger flavissimus,19.325391,166.613878
3346,Forcipiger flavissimus,19.314324,166.647773
3347,Forcipiger flavissimus,19.280927,166.625858
3348,Aetobatus narinari,18.385291,-64.700779
3349,Hippocampus kuda,1.45004,125.219733
3350,Forcipiger flavissimus,21.476553,-158.22411
3351,Amphiprion ocellaris,-8.462358,119.871381
3352,Aetobatus narinari,25.115879,-80.242313
3353,Hippocampus kuda,-8.62719,119.706
3354,Forcipiger flavissimus,-18.0882,179.261213
3355,Paracanthurus hepatus,-17.575953,178.985925
3356,Amphiprion ocellaris,9.515133,123.688958
3357,Hippocampus kuda,21.4614,-157.834
3358,Forcipiger flavissimus,21.4401,-157.792
3359,Aetobatus narinari,4.082342,-81.780209
3362,Forcipiger flavissimus,21.44,-157.79
3363,Hippocampus kuda,21.46,-157.83
3364,Aetobatus narinari,18.272077,-64.968863
3365,Forcipiger flavissimus,18.804538,145.684902
3366,Forcipiger flavissimus,18.770965,145.636734
3367,Forcipiger flavissimus,18.760246,145.639377
3368,Forcipiger flavissimus,18.752531,145.638153
3369,Forcipiger flavissimus,18.764688,145.7011
3370,Forcipiger flavissimus,18.764688,145.7011
3371,Forcipiger flavissimus,18.798559,145.643925
3372,Forcipiger flavissimus,18.777708,145.635878
3373,Forcipiger flavissimus,18.753238,145.637611
3374,Forcipiger flavissimus,18.776928,145.699674
3375,Forcipiger flavissimus,18.777708,145.635878
3376,Forcipiger flavissimus,14.855478,145.544176
3377,Forcipiger flavissimus,14.865178,145.568113
3378,Paracanthurus hepatus,14.865178,145.568113
3379,Forcipiger flavissimus,14.83993,145.542536
3380,Forcipiger flavissimus,14.846399,145.537094
3381,Forcipiger flavissimus,14.854563,145.542951
3382,Forcipiger flavissimus,14.862495,145.563599
3383,Forcipiger flavissimus,14.838945,145.530071
3384,Paracanthurus hepatus,14.838945,145.530071
3385,Forcipiger flavissimus,14.841427,145.553091
3386,Forcipiger flavissimus,14.858534,145.552435
3387,Forcipiger flavissimus,14.858534,145.552435
3388,Forcipiger flavissimus,14.854563,145.542951
3389,Forcipiger flavissimus,14.838945,145.530071
3390,Paracanthurus hepatus,14.838945,145.530071
3391,Forcipiger flavissimus,13.240796,144.704281
3392,Paracanthurus hepatus,13.282353,144.763832
3393,Forcipiger flavissimus,13.529679,144.931337
3394,Forcipiger flavissimus,13.240147,144.695985
3395,Forcipiger flavissimus,13.394439,144.782344
3396,Forcipiger flavissimus,13.240796,144.704281
3397,Forcipiger flavissimus,13.470162,144.687304
3398,Forcipiger flavissimus,13.566891,144.942321
3399,Forcipiger flavissimus,13.627403,144.900122
3400,Forcipiger flavissimus,13.595704,144.833664
3401,Forcipiger flavissimus,13.595704,144.833664
3402,Forcipiger flavissimus,13.545061,144.806741
3403,Forcipiger flavissimus,13.46575,144.668159
3404,Forcipiger flavissimus,13.484976,144.760385
3405,Forcipiger flavissimus,13.458258,144.624971
3406,Forcipiger flavissimus,13.311801,144.643471
3407,Forcipiger flavissimus,13.627403,144.900122
3408,Forcipiger flavissimus,13.46575,144.668159
3409,Forcipiger flavissimus,13.653099,144.851631
3410,Forcipiger flavissimus,13.311801,144.643471
3411,Forcipiger flavissimus,13.484976,144.760385
3412,Forcipiger flavissimus,17.304199,145.83091
3413,Forcipiger flavissimus,17.308618,145.852711
3414,Forcipiger flavissimus,17.308618,145.852711
3415,Forcipiger flavissimus,17.297469,145.840474
3416,Forcipiger flavissimus,17.31302,145.831999
3417,Paracanthurus hepatus,18.169705,145.791789
3418,Forcipiger flavissimus,18.067758,145.746809
3419,Forcipiger flavissimus,18.090721,145.761289
3420,Paracanthurus hepatus,18.169705,145.791789
3421,Paracanthurus hepatus,18.090721,145.761289
3422,Paracanthurus hepatus,18.169705,145.791789
3423,Forcipiger flavissimus,18.154264,145.754726
3424,Forcipiger flavissimus,18.144987,145.753687
3425,Forcipiger flavissimus,18.054585,145.736397
3426,Paracanthurus hepatus,18.144987,145.753687
3427,Forcipiger flavissimus,18.163492,145.762566
3428,Forcipiger flavissimus,18.163492,145.762566
3429,Forcipiger flavissimus,14.108882,145.168395
3430,Forcipiger flavissimus,14.177702,145.200588
3431,Forcipiger flavissimus,14.185976,145.207537
3432,Forcipiger flavissimus,14.18795,145.214545
3433,Paracanthurus hepatus,14.108882,145.168395
3434,Paracanthurus hepatus,14.169204,145.285454
3435,Forcipiger flavissimus,14.135347,145.152988
3436,Forcipiger flavissimus,14.113509,145.188784
3437,Forcipiger flavissimus,14.135347,145.152988
3438,Forcipiger flavissimus,14.145781,145.235597
3439,Forcipiger flavissimus,14.114595,145.205423
3440,Paracanthurus hepatus,15.274841,145.792591
3441,Paracanthurus hepatus,15.274841,145.792591
3442,Forcipiger flavissimus,15.287882,145.814087
3443,Forcipiger flavissimus,15.217898,145.787014
3444,Paracanthurus hepatus,15.052066,145.656083
3445,Forcipiger flavissimus,15.010917,145.585532
3446,Forcipiger flavissimus,15.088838,145.631102
3447,Paracanthurus hepatus,15.052066,145.656083
3448,Forcipiger flavissimus,15.052066,145.656083
3449,Paracanthurus hepatus,15.052066,145.656083
3450,Paracanthurus hepatus,14.927633,145.630367
3451,Paracanthurus hepatus,15.010917,145.585532
3452,Forcipiger flavissimus,14.98151,145.66812
3453,Forcipiger flavissimus,14.966798,145.609474
3454,Forcipiger flavissimus,15.065755,145.607979
3455,Paracanthurus hepatus,14.927633,145.630367
3456,Paracanthurus hepatus,14.927633,145.630367
3457,Forcipiger flavissimus,14.114315,145.209349
3458,Paracanthurus hepatus,14.169204,145.285454
3459,Paracanthurus hepatus,14.169204,145.285454
3460,Forcipiger flavissimus,15.151969,145.686615
3461,Forcipiger flavissimus,15.131822,145.677937
3462,Forcipiger flavissimus,15.151969,145.686615
3463,Forcipiger flavissimus,15.131822,145.677937
3464,Paracanthurus hepatus,15.192456,145.703956
3465,Forcipiger flavissimus,15.263476,145.778251
3466,Forcipiger flavissimus,15.183849,145.697179
3467,Forcipiger flavissimus,15.279149,145.79912
3468,Forcipiger flavissimus,15.217898,145.787014
3469,Forcipiger flavissimus,15.255774,145.747397
3470,Forcipiger flavissimus,15.06967,145.657096
3471,Paracanthurus hepatus,14.924998,145.645735
3472,Forcipiger flavissimus,14.98151,145.66812
3473,Forcipiger flavissimus,14.987497,145.607417
3474,Forcipiger flavissimus,15.047362,145.597334
3475,Forcipiger flavissimus,15.065755,145.607979
3476,Paracanthurus hepatus,15.010917,145.585532
3477,Forcipiger flavissimus,15.074478,145.612357
3478,Aetobatus narinari,17.99116,-67.23322
3479,Aetobatus narinari,17.99116,-67.23322
3480,Aetobatus narinari,17.89507,-66.52824
3481,Aetobatus narinari,17.89507,-66.52824
3482,Aetobatus narinari,17.99116,-67.23322
3483,Aetobatus narinari,17.89507,-66.52824
3484,Aetobatus narinari,17.93457,-66.3025
3485,Aetobatus narinari,17.93457,-66.3025
3486,Aetobatus narinari,17.93457,-66.3025
3487,Aetobatus narinari,17.90404,-66.60856
3488,Aetobatus narinari,17.90404,-66.60856
3489,Aetobatus narinari,17.99116,-67.23322
3490,Aetobatus narinari,17.89507,-66.52824
3491,Aetobatus narinari,17.89507,-66.52824
3492,Aetobatus narinari,17.89507,-66.52824
3493,Aetobatus narinari,17.89507,-66.52824
3494,Aetobatus narinari,17.89507,-66.52824
3495,Aetobatus narinari,18.34652,-67.27118
3496,Aetobatus narinari,17.89507,-66.52824
3497,Aetobatus narinari,17.89507,-66.52824
3498,Aetobatus narinari,17.89507,-66.52824
3499,Aetobatus narinari,17.89507,-66.52824
3500,Aetobatus narinari,18.00138,-67.32993
3501,Aetobatus narinari,17.99116,-67.23322
3502,Aetobatus narinari,18.35072,-67.26688
3503,Aetobatus narinari,17.99116,-67.23322
3504,Aetobatus narinari,17.99116,-67.23322
3505,Aetobatus narinari,18.34732,-67.26997
3506,Aetobatus narinari,17.99116,-67.23322
3507,Aetobatus narinari,17.99116,-67.23322
3508,Aetobatus narinari,17.99116,-67.23322
3509,Aetobatus narinari,17.89507,-66.52824
3510,Aetobatus narinari,17.99116,-67.23322
3511,Aetobatus narinari,17.89507,-66.52824
3512,Aetobatus narinari,18.34652,-67.27118
3513,Aetobatus narinari,17.89507,-66.52824
3514,Aetobatus narinari,17.99116,-67.23322
3515,Aetobatus narinari,17.99116,-67.23322
3516,Aetobatus narinari,17.99116,-67.23322
3517,Aetobatus narinari,18.34732,-67.26997
3518,Aetobatus narinari,18.00138,-67.32993
3519,Aetobatus narinari,17.99116,-67.23322
3520,Aetobatus narinari,17.89507,-66.52824
3521,Aetobatus narinari,17.89507,-66.52824
3522,Aetobatus narinari,17.89507,-66.52824
3523,Aetobatus narinari,17.99116,-67.23322
3524,Aetobatus narinari,18.34652,-67.27118
3525,Aetobatus narinari,17.89507,-66.52824
3526,Aetobatus narinari,17.89507,-66.52824
3527,Aetobatus narinari,17.89507,-66.52824
3528,Aetobatus narinari,17.89507,-66.52824
3529,Aetobatus narinari,17.90404,-66.60856
3530,Aetobatus narinari,17.90404,-66.60856
3531,Aetobatus narinari,17.93457,-66.3025
3532,Aetobatus narinari,17.93457,-66.3025
3533,Aetobatus narinari,17.93457,-66.3025
3534,Aetobatus narinari,17.90404,-66.60856
3535,Aetobatus narinari,17.91544,-66.21401
3536,Aetobatus narinari,17.90404,-66.60856
3537,Aetobatus narinari,17.93457,-66.3025
3538,Aetobatus narinari,17.90404,-66.60856
3539,Aetobatus narinari,17.90404,-66.60856
3540,Aetobatus narinari,17.90404,-66.60856
3541,Aetobatus narinari,17.93457,-66.3025
3542,Aetobatus narinari,17.93457,-66.3025
3543,Aetobatus narinari,17.90404,-66.60856
3544,Aetobatus narinari,17.90404,-66.60856
3545,Aetobatus narinari,17.93457,-66.3025
3546,Aetobatus narinari,17.93457,-66.3025
3547,Aetobatus narinari,17.93457,-66.3025
3548,Aetobatus narinari,17.93457,-66.3025
3549,Aetobatus narinari,17.93457,-66.3025
3550,Aetobatus narinari,17.90404,-66.60856
3551,Aetobatus narinari,17.90404,-66.60856
3552,Aetobatus narinari,18.35072,-67.26688
3553,Aetobatus narinari,18.00138,-67.32993
3554,Aetobatus narinari,18.00138,-67.32993
3555,Aetobatus narinari,18.35072,-67.26688
3556,Aetobatus narinari,18.35072,-67.26688
3557,Aetobatus narinari,18.35072,-67.26688
3558,Aetobatus narinari,18.35072,-67.26688
3559,Aetobatus narinari,17.90404,-66.60856
3560,Aetobatus narinari,17.93457,-66.3025
3561,Aetobatus narinari,17.93457,-66.3025
3562,Aetobatus narinari,17.90404,-66.60856
3563,Aetobatus narinari,17.90404,-66.60856
3564,Aetobatus narinari,17.90404,-66.60856
3565,Aetobatus narinari,17.90404,-66.60856
3566,Aetobatus narinari,18.35072,-67.26688
3567,Aetobatus narinari,18.34652,-67.27118
3568,Aetobatus narinari,18.35072,-67.26688
3569,Aetobatus narinari,18.35072,-67.26688
3570,Aetobatus narinari,18.35072,-67.26688
3571,Aetobatus narinari,17.99116,-67.23322
3572,Aetobatus narinari,18.34732,-67.26997
3573,Aetobatus narinari,17.93457,-66.3025
3574,Aetobatus narinari,17.93457,-66.3025
3575,Aetobatus narinari,17.93457,-66.3025
3576,Aetobatus narinari,18.35072,-67.26688
3577,Aetobatus narinari,17.89507,-66.52824
3578,Aetobatus narinari,17.99116,-67.23322
3579,Aetobatus narinari,17.91544,-66.21401
3580,Aetobatus narinari,17.91544,-66.21401
3581,Aetobatus narinari,17.91544,-66.21401
3582,Aetobatus narinari,18.34732,-67.26997
3583,Aetobatus narinari,18.34732,-67.26997
3584,Aetobatus narinari,18.34732,-67.26997
3585,Aetobatus narinari,18.34652,-67.27118
3586,Aetobatus narinari,18.34652,-67.27118
3587,Aetobatus narinari,18.34732,-67.26997
3588,Aetobatus narinari,18.34652,-67.27118
3589,Aetobatus narinari,18.34652,-67.27118
3590,Aetobatus narinari,17.91544,-66.21401
3591,Aetobatus narinari,18.35072,-67.26688
3592,Aetobatus narinari,17.91544,-66.21401
3593,Aetobatus narinari,17.91544,-66.21401
3594,Aetobatus narinari,17.91544,-66.21401
3595,Aetobatus narinari,18.00138,-67.32993
3596,Aetobatus narinari,18.00138,-67.32993
3597,Aetobatus narinari,18.00138,-67.32993
3598,Aetobatus narinari,18.00138,-67.32993
3599,Aetobatus narinari,18.00138,-67.32993
3600,Aetobatus narinari,18.00138,-67.32993
3601,Aetobatus narinari,18.34732,-67.26997
3602,Aetobatus narinari,18.34652,-67.27118
3603,Aetobatus narinari,18.34652,-67.27118
3604,Aetobatus narinari,17.91544,-66.21401
3605,Aetobatus narinari,18.00138,-67.32993
3606,Aetobatus narinari,18.34732,-67.26997
3607,Aetobatus narinari,18.34732,-67.26997
3608,Aetobatus narinari,18.34732,-67.26997
3609,Aetobatus narinari,18.34652,-67.27118
3610,Aetobatus narinari,18.34652,-67.27118
3611,Aetobatus narinari,18.34652,-67.27118
3612,Aetobatus narinari,18.34652,-67.27118
3613,Aetobatus narinari,17.91544,-66.21401
3614,Aetobatus narinari,17.91544,-66.21401
3615,Aetobatus narinari,17.91544,-66.21401
3616,Aetobatus narinari,17.91544,-66.21401
3617,Aetobatus narinari,17.91544,-66.21401
3618,Aetobatus narinari,17.91544,-66.21401
3619,Aetobatus narinari,17.91544,-66.21401
3620,Aetobatus narinari,17.91544,-66.21401
3621,Aetobatus narinari,17.91544,-66.21401
3622,Aetobatus narinari,17.91544,-66.21401
3623,Aetobatus narinari,17.91544,-66.21401
3624,Aetobatus narinari,17.91544,-66.21401
3625,Aetobatus narinari,17.91544,-66.21401
3626,Aetobatus narinari,17.91544,-66.21401
3627,Aetobatus narinari,17.91544,-66.21401
3628,Aetobatus narinari,17.91544,-66.21401
3629,Aetobatus narinari,17.91544,-66.21401
3630,Aetobatus narinari,17.91544,-66.21401
3631,Aetobatus narinari,17.91544,-66.21401
3632,Aetobatus narinari,17.91544,-66.21401
3633,Aetobatus narinari,17.91544,-66.21401
3634,Aetobatus narinari,17.91544,-66.21401
3635,Aetobatus narinari,17.91544,-66.21401
3636,Aetobatus narinari,17.91544,-66.21401
3637,Aetobatus narinari,17.91544,-66.21401
3638,Aetobatus narinari,17.91544,-66.21401
3639,Aetobatus narinari,17.91544,-66.21401
3640,Aetobatus narinari,17.91544,-66.21401
3641,Aetobatus narinari,17.91544,-66.21401
3642,Aetobatus narinari,17.91544,-66.21401
3643,Aetobatus narinari,17.91544,-66.21401
3644,Aetobatus narinari,17.91544,-66.21401
3645,Aetobatus narinari,17.91544,-66.21401
3646,Aetobatus narinari,17.91544,-66.21401
3647,Aetobatus narinari,17.91544,-66.21401
3648,Aetobatus narinari,17.91544,-66.21401
3649,Aetobatus narinari,17.93457,-66.3025
3650,Aetobatus narinari,17.93457,-66.3025
3651,Aetobatus narinari,17.93457,-66.3025
3652,Aetobatus narinari,17.93457,-66.3025
3653,Aetobatus narinari,17.93457,-66.3025
3654,Aetobatus narinari,17.93457,-66.3025
3655,Aetobatus narinari,17.93457,-66.3025
3656,Aetobatus narinari,17.93457,-66.3025
3657,Aetobatus narinari,17.93457,-66.3025
3658,Aetobatus narinari,17.93457,-66.3025
3659,Aetobatus narinari,17.93457,-66.3025
3660,Aetobatus narinari,17.93457,-66.3025
3661,Aetobatus narinari,17.99116,-67.23322
3662,Aetobatus narinari,18.35072,-67.26688
3663,Aetobatus narinari,18.34732,-67.26997
3664,Aetobatus narinari,18.34652,-67.27118
3665,Aetobatus narinari,17.93457,-66.3025
3666,Aetobatus narinari,17.93457,-66.3025
3667,Aetobatus narinari,17.93457,-66.3025
3668,Aetobatus narinari,17.93457,-66.3025
3669,Aetobatus narinari,17.90404,-66.60856
3670,Aetobatus narinari,17.93457,-66.3025
3671,Aetobatus narinari,17.93457,-66.3025
3672,Aetobatus narinari,17.93457,-66.3025
3673,Aetobatus narinari,17.93457,-66.3025
3674,Aetobatus narinari,17.93457,-66.3025
3675,Aetobatus narinari,17.90404,-66.60856
3676,Aetobatus narinari,17.90404,-66.60856
3677,Aetobatus narinari,17.93457,-66.3025
3678,Aetobatus narinari,17.93457,-66.3025
3679,Aetobatus narinari,17.93457,-66.3025
3680,Aetobatus narinari,18.00138,-67.32993
3681,Aetobatus narinari,17.99116,-67.23322
3682,Aetobatus narinari,18.35072,-67.26688
3683,Aetobatus narinari,18.35072,-67.26688
3684,Aetobatus narinari,18.35072,-67.26688
3685,Aetobatus narinari,18.34732,-67.26997
3686,Aetobatus narinari,18.34732,-67.26997
3687,Aetobatus narinari,18.34732,-67.26997
3688,Aetobatus narinari,18.34652,-67.27118
3689,Aetobatus narinari,18.34652,-67.27118
3690,Aetobatus narinari,18.34652,-67.27118
3691,Aetobatus narinari,17.90404,-66.60856
3692,Aetobatus narinari,17.93457,-66.3025
3693,Aetobatus narinari,17.93457,-66.3025
3694,Aetobatus narinari,17.90404,-66.60856
3695,Aetobatus narinari,17.90404,-66.60856
3696,Aetobatus narinari,17.90404,-66.60856
3697,Aetobatus narinari,17.90404,-66.60856
3698,Aetobatus narinari,17.90404,-66.60856
3699,Aetobatus narinari,17.90404,-66.60856
3700,Aetobatus narinari,17.90404,-66.60856
3701,Aetobatus narinari,17.90404,-66.60856
3702,Aetobatus narinari,17.90404,-66.60856
3703,Aetobatus narinari,17.90404,-66.60856
3704,Aetobatus narinari,17.90404,-66.60856
3705,Aetobatus narinari,17.90404,-66.60856
3706,Aetobatus narinari,17.90404,-66.60856
3707,Aetobatus narinari,17.90404,-66.60856
3708,Aetobatus narinari,17.90404,-66.60856
3709,Aetobatus narinari,17.90404,-66.60856
3710,Aetobatus narinari,17.90404,-66.60856
3711,Aetobatus narinari,17.90404,-66.60856
3712,Aetobatus narinari,18.00138,-67.32993
3713,Aetobatus narinari,18.00138,-67.32993
3714,Aetobatus narinari,17.90404,-66.60856
3715,Aetobatus narinari,17.90404,-66.60856
3716,Aetobatus narinari,17.90404,-66.60856
3717,Aetobatus narinari,18.00138,-67.32993
3718,Aetobatus narinari,18.00138,-67.32993
3719,Aetobatus narinari,18.00138,-67.32993
3720,Aetobatus narinari,17.90404,-66.60856
3721,Aetobatus narinari,18.00138,-67.32993
3722,Aetobatus narinari,18.00138,-67.32993
3723,Aetobatus narinari,17.90404,-66.60856
3724,Aetobatus narinari,18.00138,-67.32993
3725,Aetobatus narinari,18.00138,-67.32993
3726,Aetobatus narinari,18.00138,-67.32993
3727,Aetobatus narinari,18.00138,-67.32993
3728,Aetobatus narinari,18.00138,-67.32993
3729,Aetobatus narinari,18.00138,-67.32993
3730,Aetobatus narinari,18.00138,-67.32993
3731,Aetobatus narinari,18.00138,-67.32993
3732,Aetobatus narinari,18.00138,-67.32993
3733,Aetobatus narinari,18.00138,-67.32993
3734,Aetobatus narinari,18.00138,-67.32993
3735,Aetobatus narinari,18.35072,-67.26688
3736,Aetobatus narinari,17.89507,-66.52824
3737,Aetobatus narinari,18.34732,-67.26997
3738,Aetobatus narinari,18.34732,-67.26997
3739,Aetobatus narinari,18.34732,-67.26997
3740,Aetobatus narinari,18.34732,-67.26997
3741,Aetobatus narinari,18.34652,-67.27118
3742,Aetobatus narinari,18.34652,-67.27118
3743,Aetobatus narinari,18.34652,-67.27118
3744,Aetobatus narinari,18.34652,-67.27118
3745,Aetobatus narinari,18.00138,-67.32993
3746,Aetobatus narinari,18.00138,-67.32993
3747,Aetobatus narinari,18.00138,-67.32993
3748,Aetobatus narinari,18.00138,-67.32993
3749,Aetobatus narinari,18.00138,-67.32993
3750,Aetobatus narinari,18.00138,-67.32993
3751,Aetobatus narinari,18.00138,-67.32993
3752,Aetobatus narinari,18.00138,-67.32993
3753,Aetobatus narinari,18.00138,-67.32993
3754,Aetobatus narinari,18.00138,-67.32993
3755,Aetobatus narinari,18.00138,-67.32993
3756,Aetobatus narinari,18.00138,-67.32993
3757,Aetobatus narinari,18.00138,-67.32993
3758,Aetobatus narinari,18.00138,-67.32993
3759,Aetobatus narinari,18.00138,-67.32993
3760,Aetobatus narinari,17.99116,-67.23322
3761,Aetobatus narinari,18.34732,-67.26997
3762,Aetobatus narinari,18.34732,-67.26997
3763,Aetobatus narinari,18.34652,-67.27118
3764,Aetobatus narinari,18.35072,-67.26688
3765,Aetobatus narinari,18.35072,-67.26688
3766,Aetobatus narinari,18.35072,-67.26688
3767,Aetobatus narinari,18.34732,-67.26997
3768,Aetobatus narinari,18.34732,-67.26997
3769,Aetobatus narinari,18.34652,-67.27118
3770,Aetobatus narinari,18.34652,-67.27118
3771,Aetobatus narinari,18.35072,-67.26688
3772,Aetobatus narinari,17.93472,-67.0485
3773,Aetobatus narinari,17.93472,-67.0485
3774,Aetobatus narinari,17.93472,-67.0485
3775,Aetobatus narinari,17.93472,-67.0485
3776,Aetobatus narinari,17.93472,-67.0485
3777,Aetobatus narinari,17.93472,-67.0485
3778,Aetobatus narinari,17.93472,-67.0485
3779,Aetobatus narinari,17.93472,-67.0485
3780,Aetobatus narinari,18.35072,-67.26688
3781,Aetobatus narinari,17.93472,-67.0485
3782,Aetobatus narinari,17.93472,-67.0485
3783,Aetobatus narinari,17.93472,-67.0485
3784,Aetobatus narinari,17.93472,-67.0485
3785,Aetobatus narinari,17.93472,-67.0485
3786,Aetobatus narinari,17.93472,-67.0485
3787,Aetobatus narinari,17.93472,-67.0485
3788,Aetobatus narinari,17.93472,-67.0485
3789,Aetobatus narinari,17.93472,-67.0485
3790,Aetobatus narinari,17.93472,-67.0485
3791,Aetobatus narinari,17.93472,-67.0485
3792,Aetobatus narinari,17.93472,-67.0485
3793,Aetobatus narinari,17.93472,-67.0485
3794,Aetobatus narinari,17.93472,-67.0485
3795,Aetobatus narinari,17.93472,-67.0485
3796,Aetobatus narinari,17.93472,-67.0485
3797,Aetobatus narinari,17.93472,-67.0485
3798,Aetobatus narinari,17.93472,-67.0485
3799,Aetobatus narinari,17.93472,-67.0485
3800,Aetobatus narinari,17.93472,-67.0485
3801,Aetobatus narinari,17.93472,-67.0485
3802,Aetobatus narinari,17.93472,-67.0485
3803,Aetobatus narinari,17.93472,-67.0485
3804,Aetobatus narinari,18.34652,-67.27118
3805,Aetobatus narinari,17.93472,-67.0485
3806,Aetobatus narinari,17.93472,-67.0485
3807,Aetobatus narinari,17.93472,-67.0485
3808,Aetobatus narinari,17.93472,-67.0485
3809,Aetobatus narinari,17.93472,-67.0485
3810,Aetobatus narinari,17.93472,-67.0485
3811,Aetobatus narinari,17.93472,-67.0485
3812,Aetobatus narinari,17.93472,-67.0485
3813,Aetobatus narinari,17.93472,-67.0485
